Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,State Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-2021-007788,2021-01-05,2021-01-10,Standard Class,CUST-11219,Elena Johnson,Home Office,United States,Portland,Oregon,OR,West,LAP-581,Technology,Laptops,Laptop Model 581,3835.73,2,0.0,490.45
ORD-2021-007887,2021-01-05,2021-01-11,Standard Class,CUST-11042,Priya Taylor,Consumer,United States,Charlotte,North Carolina,NC,South,APP-488,Home & Kitchen,Appliances,Appliance Model 488,542.33,4,0.3,-28.63
ORD-2021-008708,2021-01-05,2021-01-06,First Class,CUST-10623,Elena Wilson,Consumer,United States,Richmond,Virginia,VA,East,LAP-616,Technology,Laptops,Laptop Model 616,2374.11,2,0.15,37.37
ORD-2021-009023,2021-01-05,2021-01-05,Same Day,CUST-10544,Daniel Patel,Corporate,United States,Newark,New Jersey,NJ,East,CAM-990,Technology,Cameras,Camera Model 990,668.65,1,0.2,10.98
ORD-2021-009235,2021-01-05,2021-01-09,Second Class,CUST-10910,Noah Nguyen,Home Office,United States,Eugene,Oregon,OR,West,FOO-762,Clothing,Footwear,Footwear Model 762,76.76,2,0.0,14.4
ORD-2021-000310,2021-01-06,2021-01-07,Same Day,CUST-10045,Lucas Clark,Corporate,United States,San Diego,California,CA,West,LAP-821,Technology,Laptops,Laptop Model 821,2758.27,2,0.2,63.12
ORD-2021-000655,2021-01-06,2021-01-12,Standard Class,CUST-10939,Isabella Patel,Consumer,United States,Denver,Colorado,CO,West,TAB-244,Furniture,Tables,Table Model 244,287.04,1,0.0,35.0
ORD-2021-000766,2021-01-06,2021-01-07,First Class,CUST-10782,Ananya Wilson,Corporate,United States,Chicago,Illinois,IL,Central,STO-338,Office Supplies,Storage,Storage Model 338,350.52,4,0.0,72.31
ORD-2021-004115,2021-01-06,2021-01-11,Standard Class,CUST-11350,Jack Nguyen,Consumer,United States,St. Louis,Missouri,MO,Central,PHO-879,Technology,Phones,Phone Model 879,1397.0,3,0.0,272.94
ORD-2021-004399,2021-01-06,2021-01-10,Standard Class,CUST-10792,Daniel Rossi,Corporate,United States,Columbus,Ohio,OH,Central,CAM-907,Technology,Cameras,Camera Model 907,900.06,1,0.1,89.49
ORD-2021-007151,2021-01-06,2021-01-10,Standard Class,CUST-11268,Noah Wilson,Corporate,United States,Reno,Nevada,NV,West,WOM-827,Clothing,Women's Apparel,Women's Apparel Model 827,360.82,3,0.2,47.38
ORD-2021-007505,2021-01-06,2021-01-09,Second Class,CUST-11002,Sara Patel,Corporate,United States,Denver,Colorado,CO,West,FUR-128,Furniture,Furnishings,Furnishing Model 128,178.54,2,0.2,6.5
ORD-2021-002088,2021-01-07,2021-01-09,First Class,CUST-11357,Ethan Wilson,Corporate,United States,Buffalo,New York,NY,East,PHO-432,Technology,Phones,Phone Model 432,281.73,1,0.1,37.76
ORD-2021-006287,2021-01-07,2021-01-14,Standard Class,CUST-10790,Emma Lee,Consumer,United States,Jersey City,New Jersey,NJ,East,ART-507,Office Supplies,Art,Art Model 507,87.09,2,0.2,12.25
ORD-2021-008576,2021-01-07,2021-01-13,Standard Class,CUST-10166,Noah Clark,Consumer,United States,Reno,Nevada,NV,West,TAB-369,Furniture,Tables,Table Model 369,854.4,1,0.0,74.33
ORD-2021-000304,2021-01-08,2021-01-12,Standard Class,CUST-10881,James Anderson,Consumer,United States,Boston,Massachusetts,MA,East,CHA-582,Furniture,Chairs,Chair Model 582,136.74,1,0.4,-14.7
ORD-2021-001750,2021-01-08,2021-01-10,Second Class,CUST-10312,Grace Lee,Home Office,United States,Pittsburgh,Pennsylvania,PA,East,PHO-421,Technology,Phones,Phone Model 421,1903.71,3,0.2,178.63
ORD-2021-001863,2021-01-08,2021-01-12,Standard Class,CUST-10228,Wei Anderson,Consumer,United States,Boston,Massachusetts,MA,East,BIN-379,Office Supplies,Binders,Binder Model 379,39.44,1,0.0,11.37
ORD-2021-005205,2021-01-08,2021-01-10,First Class,CUST-10014,Ananya Davis,Consumer,United States,Boston,Massachusetts,MA,East,FUR-428,Furniture,Furnishings,Furnishing Model 428,127.1,1,0.0,20.83
ORD-2021-005618,2021-01-08,2021-01-09,First Class,CUST-11203,Arjun Chang,Corporate,United States,Austin,Texas,TX,Central,LAP-621,Technology,Laptops,Laptop Model 621,999.47,1,0.0,126.6
ORD-2021-000696,2021-01-09,2021-01-09,Same Day,CUST-10766,Ava Garcia,Home Office,United States,Memphis,Tennessee,TN,South,ACC-966,Technology,Accessories,Accessorie Model 966,60.01,1,0.0,19.63
ORD-2021-001270,2021-01-09,2021-01-15,Standard Class,CUST-10046,Elena Brown,Home Office,United States,Columbus,Ohio,OH,Central,CHA-749,Furniture,Chairs,Chair Model 749,512.18,2,0.3,-10.89
ORD-2021-002525,2021-01-09,2021-01-11,Second Class,CUST-10338,Carlos Johnson,Consumer,United States,New York City,New York,NY,East,MEN-302,Clothing,Men's Apparel,Men's Apparel Model 302,89.67,1,0.2,11.67
ORD-2021-007432,2021-01-09,2021-01-10,First Class,CUST-11129,James Young,Corporate,United States,Tucson,Arizona,AZ,West,LAP-875,Technology,Laptops,Laptop Model 875,1132.82,1,0.0,137.33
ORD-2021-005702,2021-01-10,2021-01-10,Same Day,CUST-10102,Lucas Khan,Consumer,United States,Savannah,Georgia,GA,South,BIN-728,Office Supplies,Binders,Binder Model 728,10.48,2,0.15,2.12
ORD-2021-009809,2021-01-10,2021-01-17,Standard Class,CUST-10586,Arjun Garcia,Consumer,United States,Las Vegas,Nevada,NV,West,COO-792,Home & Kitchen,Cookware,Cookware Model 792,63.04,1,0.2,5.05
ORD-2021-005039,2021-01-11,2021-01-15,Standard Class,CUST-10645,Liam Lewis,Consumer,United States,Boulder,Colorado,CO,West,BIN-549,Office Supplies,Binders,Binder Model 549,16.54,1,0.1,3.95
ORD-2021-006611,2021-01-11,2021-01-13,First Class,CUST-11091,Grace Anderson,Consumer,United States,Los Angeles,California,CA,West,PAP-562,Office Supplies,Paper,Paper Model 562,22.02,1,0.2,3.51
ORD-2021-006958,2021-01-11,2021-01-15,Second Class,CUST-10102,Lucas Khan,Consumer,United States,Dallas,Texas,TX,Central,BIN-864,Office Supplies,Binders,Binder Model 864,14.95,1,0.1,3.2
ORD-2021-008317,2021-01-11,2021-01-15,Standard Class,CUST-10984,Elena Garcia,Consumer,United States,New York City,New York,NY,East,LAP-904,Technology,Laptops,Laptop Model 904,530.15,1,0.15,41.63
ORD-2021-003643,2021-01-12,2021-01-19,Standard Class,CUST-10048,Liam Taylor,Corporate,United States,Seattle,Washington,WA,West,MEN-831,Clothing,Men's Apparel,Men's Apparel Model 831,78.98,1,0.0,18.3
ORD-2021-008155,2021-01-12,2021-01-19,Standard Class,CUST-10680,Robert Johnson,Consumer,United States,New York City,New York,NY,East,ART-454,Office Supplies,Art,Art Model 454,20.49,1,0.2,2.9
ORD-2021-008186,2021-01-12,2021-01-19,Standard Class,CUST-10465,Ananya Taylor,Home Office,United States,Chicago,Illinois,IL,Central,MEN-747,Clothing,Men's Apparel,Men's Apparel Model 747,188.6,3,0.1,35.95
ORD-2021-008194,2021-01-12,2021-01-16,Standard Class,CUST-11309,Daniel Walker,Corporate,United States,Houston,Texas,TX,Central,PHO-571,Technology,Phones,Phone Model 571,1211.12,4,0.4,-133.63
ORD-2021-005924,2021-01-13,2021-01-17,Second Class,CUST-10712,Liam Clark,Consumer,United States,Buffalo,New York,NY,East,KID-127,Clothing,Kids' Wear,Kids' Wear Model 127,112.82,2,0.0,25.31
ORD-2021-006707,2021-01-13,2021-01-14,Same Day,CUST-10538,Isabella Garcia,Consumer,United States,San Antonio,Texas,TX,Central,PAP-100,Office Supplies,Paper,Paper Model 100,92.82,4,0.15,29.57
ORD-2021-006742,2021-01-13,2021-01-16,Second Class,CUST-10410,James Taylor,Consumer,United States,Seattle,Washington,WA,West,LAP-241,Technology,Laptops,Laptop Model 241,1440.5,1,0.0,206.83
ORD-2021-006823,2021-01-13,2021-01-17,Standard Class,CUST-10824,Nina Clark,Home Office,United States,Las Vegas,Nevada,NV,West,FOO-560,Clothing,Footwear,Footwear Model 560,133.27,1,0.3,2.77
ORD-2021-008903,2021-01-13,2021-01-19,Standard Class,CUST-10672,Ahmed Young,Consumer,United States,Jersey City,New Jersey,NJ,East,PHO-768,Technology,Phones,Phone Model 768,2903.0,5,0.3,149.62
ORD-2021-005120,2021-01-14,2021-01-20,Standard Class,CUST-10885,Olivia Brown,Consumer,United States,Springfield,Illinois,IL,Central,ACC-274,Technology,Accessories,Accessorie Model 274,113.82,2,0.0,43.01
ORD-2021-005775,2021-01-14,2021-01-18,Standard Class,CUST-10098,Olivia Patel,Consumer,United States,Charlotte,North Carolina,NC,South,CAM-556,Technology,Cameras,Camera Model 556,731.66,1,0.0,110.65
ORD-2021-000223,2021-01-15,2021-01-18,Second Class,CUST-10133,Lucas Rossi,Corporate,United States,Eugene,Oregon,OR,West,DEC-836,Home & Kitchen,Decor,Decor Model 836,94.71,3,0.0,21.09
ORD-2021-002317,2021-01-15,2021-01-22,Standard Class,CUST-10834,Ethan Chang,Corporate,United States,Los Angeles,California,CA,West,BOO-840,Furniture,Bookcases,Bookcase Model 840,449.53,1,0.0,23.7
ORD-2021-006734,2021-01-15,2021-01-20,Standard Class,CUST-11207,Arjun Wilson,Consumer,United States,Savannah,Georgia,GA,South,CHA-392,Furniture,Chairs,Chair Model 392,483.22,2,0.0,53.43
ORD-2021-009186,2021-01-15,2021-01-21,Standard Class,CUST-10005,Ethan Young,Consumer,United States,San Diego,California,CA,West,ACC-214,Technology,Accessories,Accessorie Model 214,80.07,1,0.0,28.66
ORD-2021-000368,2021-01-16,2021-01-20,Standard Class,CUST-10106,Sara Davis,Corporate,United States,Detroit,Michigan,MI,Central,WOM-769,Clothing,Women's Apparel,Women's Apparel Model 769,66.14,2,0.15,15.79
ORD-2021-001066,2021-01-16,2021-01-23,Standard Class,CUST-10230,Isabella Patel,Consumer,United States,Portland,Oregon,OR,West,LAP-861,Technology,Laptops,Laptop Model 861,2904.5,3,0.0,263.01
ORD-2021-002505,2021-01-16,2021-01-21,Standard Class,CUST-10181,Sofia Lewis,Consumer,United States,Boulder,Colorado,CO,West,ACC-582,Technology,Accessories,Accessorie Model 582,154.3,2,0.3,18.6
ORD-2021-006202,2021-01-16,2021-01-22,Standard Class,CUST-10980,Elena Young,Corporate,United States,Tucson,Arizona,AZ,West,ACC-769,Technology,Accessories,Accessorie Model 769,184.52,2,0.1,46.46
ORD-2021-001269,2021-01-17,2021-01-20,Second Class,CUST-10624,Noah Young,Consumer,United States,Tucson,Arizona,AZ,West,LAP-907,Technology,Laptops,Laptop Model 907,1391.43,1,0.15,81.23
ORD-2021-003482,2021-01-17,2021-01-19,First Class,CUST-10521,Fatima Brown,Consumer,United States,St. Paul,Minnesota,MN,Central,ACC-605,Technology,Accessories,Accessorie Model 605,181.67,2,0.0,56.28
ORD-2021-004874,2021-01-17,2021-01-19,Second Class,CUST-10922,Omar Anderson,Consumer,United States,Boulder,Colorado,CO,West,LAB-374,Office Supplies,Labels,Label Model 374,29.95,4,0.2,5.09
ORD-2021-005468,2021-01-17,2021-01-21,Standard Class,CUST-10401,Ethan Walker,Corporate,United States,Ann Arbor,Michigan,MI,Central,BIN-974,Office Supplies,Binders,Binder Model 974,61.01,2,0.0,17.44
ORD-2021-005903,2021-01-17,2021-01-21,Standard Class,CUST-10980,Elena Young,Corporate,United States,Columbus,Ohio,OH,Central,FUR-685,Furniture,Furnishings,Furnishing Model 685,120.21,4,0.0,19.11
ORD-2021-003070,2021-01-18,2021-01-22,Standard Class,CUST-10682,Ananya Smith,Corporate,United States,Las Vegas,Nevada,NV,West,PHO-389,Technology,Phones,Phone Model 389,1431.52,4,0.4,-85.13
ORD-2021-006668,2021-01-18,2021-01-19,Same Day,CUST-11337,Ava Martinez,Consumer,United States,Worcester,Massachusetts,MA,East,ART-835,Office Supplies,Art,Art Model 835,94.07,3,0.1,18.78
ORD-2021-008187,2021-01-18,2021-01-20,Second Class,CUST-10139,Mary Johnson,Consumer,United States,Eugene,Oregon,OR,West,STO-303,Office Supplies,Storage,Storage Model 303,128.1,1,0.1,19.87
ORD-2021-008605,2021-01-18,2021-01-20,Second Class,CUST-10948,Carlos Lewis,Consumer,United States,Spokane,Washington,WA,West,WOM-632,Clothing,Women's Apparel,Women's Apparel Model 632,21.41,2,0.3,1.4
ORD-2021-001795,2021-01-19,2021-01-21,Second Class,CUST-10291,Priya Johnson,Home Office,United States,San Diego,California,CA,West,LAB-582,Office Supplies,Labels,Label Model 582,9.03,2,0.3,1.08
ORD-2021-002532,2021-01-19,2021-01-20,Same Day,CUST-11027,Isabella Brown,Corporate,United States,Miami,Florida,FL,South,WOM-834,Clothing,Women's Apparel,Women's Apparel Model 834,139.92,1,0.0,28.57
ORD-2021-003692,2021-01-19,2021-01-23,Second Class,CUST-10858,Daniel Brown,Consumer,United States,Phoenix,Arizona,AZ,West,KID-145,Clothing,Kids' Wear,Kids' Wear Model 145,20.97,1,0.2,2.3
ORD-2021-004312,2021-01-19,2021-01-26,Standard Class,CUST-10745,Emma Wilson,Home Office,United States,St. Louis,Missouri,MO,Central,APP-533,Home & Kitchen,Appliances,Appliance Model 533,1571.52,3,0.1,153.92
ORD-2021-005430,2021-01-19,2021-01-24,Standard Class,CUST-10297,Noah Clark,Corporate,United States,Orlando,Florida,FL,South,FOO-937,Clothing,Footwear,Footwear Model 937,38.5,1,0.0,7.37
ORD-2021-006374,2021-01-19,2021-01-26,Standard Class,CUST-10191,Ken Lee,Consumer,United States,Las Vegas,Nevada,NV,West,TAB-367,Furniture,Tables,Table Model 367,2842.87,4,0.0,230.38
ORD-2021-008206,2021-01-19,2021-01-21,Second Class,CUST-10967,Wei Garcia,Consumer,United States,Las Vegas,Nevada,NV,West,LAP-370,Technology,Laptops,Laptop Model 370,838.75,1,0.1,77.98
ORD-2021-009036,2021-01-19,2021-01-21,First Class,CUST-10169,Sofia Young,Consumer,United States,Atlanta,Georgia,GA,South,FUR-228,Furniture,Furnishings,Furnishing Model 228,98.65,1,0.0,10.86
ORD-2021-006038,2021-01-20,2021-01-25,Standard Class,CUST-10478,Fatima Anderson,Consumer,United States,Jersey City,New Jersey,NJ,East,BOO-374,Furniture,Bookcases,Bookcase Model 374,501.86,1,0.15,-6.32
ORD-2021-007965,2021-01-20,2021-01-24,Standard Class,CUST-11232,Lucas Garcia,Home Office,United States,Albany,New York,NY,East,STO-120,Office Supplies,Storage,Storage Model 120,102.29,1,0.1,18.29
ORD-2021-008656,2021-01-20,2021-01-22,Second Class,CUST-10623,Elena Wilson,Consumer,United States,Worcester,Massachusetts,MA,East,CAM-593,Technology,Cameras,Camera Model 593,2547.48,2,0.0,512.72
ORD-2021-009610,2021-01-20,2021-01-24,Standard Class,CUST-10729,Liam Kumar,Consumer,United States,Seattle,Washington,WA,West,MEN-561,Clothing,Men's Apparel,Men's Apparel Model 561,699.87,5,0.0,126.33
ORD-2021-000847,2021-01-21,2021-01-24,Second Class,CUST-10533,Ava Anderson,Corporate,United States,Jersey City,New Jersey,NJ,East,MEN-242,Clothing,Men's Apparel,Men's Apparel Model 242,273.47,2,0.0,61.97
ORD-2021-001818,2021-01-21,2021-01-27,Standard Class,CUST-11089,Grace Wilson,Corporate,United States,San Francisco,California,CA,West,WOM-358,Clothing,Women's Apparel,Women's Apparel Model 358,96.82,1,0.3,3.87
ORD-2021-006622,2021-01-21,2021-01-26,Standard Class,CUST-10123,Omar Davis,Corporate,United States,Las Vegas,Nevada,NV,West,ART-838,Office Supplies,Art,Art Model 838,13.74,4,0.4,0.31
ORD-2021-006808,2021-01-21,2021-01-22,First Class,CUST-10968,Arjun Martinez,Consumer,United States,Boston,Massachusetts,MA,East,FOO-313,Clothing,Footwear,Footwear Model 313,74.94,2,0.0,13.35
ORD-2021-006853,2021-01-21,2021-01-25,Standard Class,CUST-10461,Lucas Patel,Home Office,United States,Norfolk,Virginia,VA,East,ACC-397,Technology,Accessories,Accessorie Model 397,11.5,1,0.0,4.28
ORD-2021-008912,2021-01-21,2021-01-26,Standard Class,CUST-11141,Noah Nguyen,Consumer,United States,Newark,New Jersey,NJ,East,FUR-779,Furniture,Furnishings,Furnishing Model 779,58.92,1,0.4,-5.35
ORD-2021-009331,2021-01-21,2021-01-25,Second Class,CUST-10605,Grace Nguyen,Home Office,United States,Dallas,Texas,TX,Central,STO-791,Office Supplies,Storage,Storage Model 791,428.86,4,0.0,78.89
ORD-2021-000982,2021-01-22,2021-01-24,First Class,CUST-11138,Sofia Johnson,Consumer,United States,Memphis,Tennessee,TN,South,WOM-241,Clothing,Women's Apparel,Women's Apparel Model 241,35.43,1,0.15,6.2
ORD-2021-002065,2021-01-22,2021-01-25,Second Class,CUST-11305,Nina Walker,Consumer,United States,Pittsburgh,Pennsylvania,PA,East,MEN-948,Clothing,Men's Apparel,Men's Apparel Model 948,199.88,3,0.3,18.13
ORD-2021-002129,2021-01-22,2021-01-26,Standard Class,CUST-10186,Fatima Brown,Consumer,United States,Phoenix,Arizona,AZ,West,BOO-581,Furniture,Bookcases,Bookcase Model 581,364.3,1,0.15,-1.01
ORD-2021-003670,2021-01-22,2021-01-25,Second Class,CUST-11235,Jack Johnson,Consumer,United States,Norfolk,Virginia,VA,East,CAM-887,Technology,Cameras,Camera Model 887,202.41,1,0.1,29.47
ORD-2021-007250,2021-01-22,2021-01-29,Standard Class,CUST-10480,Wei Davis,Consumer,United States,Memphis,Tennessee,TN,South,BIN-410,Office Supplies,Binders,Binder Model 410,26.88,4,0.4,0.43
ORD-2021-007930,2021-01-22,2021-01-27,Standard Class,CUST-10060,Lucas Taylor,Corporate,United States,Worcester,Massachusetts,MA,East,KID-540,Clothing,Kids' Wear,Kids' Wear Model 540,174.89,4,0.1,33.06
ORD-2021-000591,2021-01-23,2021-01-27,Standard Class,CUST-11049,Omar Lee,Corporate,United States,Ann Arbor,Michigan,MI,Central,LAB-638,Office Supplies,Labels,Label Model 638,8.76,1,0.2,1.16
ORD-2021-002066,2021-01-23,2021-01-28,Standard Class,CUST-10623,Elena Wilson,Consumer,United States,Birmingham,Alabama,AL,South,CHA-994,Furniture,Chairs,Chair Model 994,1216.86,3,0.2,-3.17
ORD-2021-002484,2021-01-23,2021-01-25,First Class,CUST-10980,Elena Young,Corporate,United States,Boston,Massachusetts,MA,East,BIN-505,Office Supplies,Binders,Binder Model 505,57.64,3,0.2,4.69
ORD-2021-005470,2021-01-23,2021-01-25,First Class,CUST-10629,Ananya Clark,Corporate,United States,Ann Arbor,Michigan,MI,Central,COO-647,Home & Kitchen,Cookware,Cookware Model 647,121.7,1,0.1,16.32
ORD-2021-006770,2021-01-23,2021-01-30,Standard Class,CUST-10473,Nina Patel,Home Office,United States,Birmingham,Alabama,AL,South,APP-675,Home & Kitchen,Appliances,Appliance Model 675,706.44,1,0.0,99.18
ORD-2021-009342,2021-01-23,2021-01-30,Standard Class,CUST-10875,Ava Lewis,Consumer,United States,Minneapolis,Minnesota,MN,Central,KID-919,Clothing,Kids' Wear,Kids' Wear Model 919,41.92,1,0.1,7.58
ORD-2021-004135,2021-01-24,2021-01-31,Standard Class,CUST-10771,Robert Martinez,Consumer,United States,San Antonio,Texas,TX,Central,CAM-141,Technology,Cameras,Camera Model 141,2003.45,2,0.15,86.09
ORD-2021-004479,2021-01-24,2021-01-31,Standard Class,CUST-10140,Emma Wilson,Corporate,United States,Reno,Nevada,NV,West,TAB-809,Furniture,Tables,Table Model 809,1173.45,2,0.15,-27.21
ORD-2021-004766,2021-01-24,2021-01-25,First Class,CUST-10225,Ken Walker,Corporate,United States,Nashville,Tennessee,TN,South,MEN-951,Clothing,Men's Apparel,Men's Apparel Model 951,230.97,2,0.1,37.08
ORD-2021-001235,2021-01-25,2021-01-31,Standard Class,CUST-10468,Wei Patel,Consumer,United States,Worcester,Massachusetts,MA,East,STO-223,Office Supplies,Storage,Storage Model 223,32.88,1,0.2,2.71
ORD-2021-001629,2021-01-25,2021-01-31,Standard Class,CUST-11291,Emma Taylor,Consumer,United States,Seattle,Washington,WA,West,TAB-642,Furniture,Tables,Table Model 642,439.3,2,0.1,17.16
ORD-2021-001752,2021-01-25,2021-01-28,Second Class,CUST-11277,Nina Patel,Corporate,United States,Boulder,Colorado,CO,West,ACC-605,Technology,Accessories,Accessorie Model 605,22.6,1,0.2,4.39
ORD-2021-005092,2021-01-25,2021-01-26,Same Day,CUST-10015,Lucas Lee,Corporate,United States,New York City,New York,NY,East,LAB-375,Office Supplies,Labels,Label Model 375,10.5,2,0.0,2.87
ORD-2021-007377,2021-01-25,2021-01-29,Standard Class,CUST-10940,Arjun Khan,Consumer,United States,San Diego,California,CA,West,COO-395,Home & Kitchen,Cookware,Cookware Model 395,27.97,1,0.3,-0.64
ORD-2021-007431,2021-01-25,2021-01-25,Same Day,CUST-10453,Fatima Garcia,Corporate,United States,Phoenix,Arizona,AZ,West,MEN-299,Clothing,Men's Apparel,Men's Apparel Model 299,493.36,4,0.0,124.8
ORD-2021-007801,2021-01-25,2021-01-29,Standard Class,CUST-11143,Ava Clark,Consumer,United States,Montgomery,Alabama,AL,South,BIN-252,Office Supplies,Binders,Binder Model 252,39.95,1,0.0,10.83
ORD-2021-000479,2021-01-26,2021-01-28,Second Class,CUST-11211,Priya Clark,Corporate,United States,Jersey City,New Jersey,NJ,East,PAP-298,Office Supplies,Paper,Paper Model 298,14.02,1,0.0,3.88
ORD-2021-001130,2021-01-26,2021-01-27,Same Day,CUST-10488,Robert Martinez,Home Office,United States,Raleigh,North Carolina,NC,South,DEC-925,Home & Kitchen,Decor,Decor Model 925,53.79,1,0.15,6.05
ORD-2021-002696,2021-01-26,2021-02-02,Standard Class,CUST-10704,James Khan,Corporate,United States,Portland,Oregon,OR,West,BOO-124,Furniture,Bookcases,Bookcase Model 124,539.47,1,0.15,-11.07
